Date,Close
2015-01-02 16:00:00,43.86
2015-01-05 16:00:00,42.02
2015-01-06 16:00:00,42.26
2015-01-07 16:00:00,42.19
2015-01-08 16:00:00,42.12
2015-01-09 16:00:00,41.33
2015-01-12 16:00:00,40.44
2015-01-13 16:00:00,40.85
2015-01-14 16:00:00,38.54
2015-01-15 16:00:00,38.37
2015-01-16 16:00:00,38.61
2015-01-20 16:00:00,38.39
2015-01-21 16:00:00,39.31
2015-01-22 16:00:00,40.32
2015-01-23 16:00:00,40.26
2015-01-26 16:00:00,41.31
2015-01-27 16:00:00,41.2
2015-01-28 16:00:00,39.87
2015-01-29 16:00:00,41.04
2015-01-30 16:00:00,40.72
2015-02-02 16:00:00,42.19
2015-02-03 16:00:00,43.67
2015-02-04 16:00:00,43.71
2015-02-05 16:00:00,44.2
2015-02-06 16:00:00,43.47
2015-02-09 16:00:00,43.5
2015-02-10 16:00:00,43.26
2015-02-11 16:00:00,42.56
2015-02-12 16:00:00,40.58
2015-02-13 16:00:00,40.75
2015-02-17 16:00:00,40.87
2015-02-18 16:00:00,40.89
2015-02-19 16:00:00,42.34
2015-02-20 16:00:00,43.42
2015-02-23 16:00:00,41.47
2015-02-24 16:00:00,40.82
2015-02-25 16:00:00,40.75
2015-02-26 16:00:00,41.44
2015-02-27 16:00:00,40.67
2015-03-02 16:00:00,39.47
2015-03-03 16:00:00,39.91
2015-03-04 16:00:00,40.49
2015-03-05 16:00:00,40.13
2015-03-06 16:00:00,38.78
2015-03-09 16:00:00,38.18
2015-03-10 16:00:00,38.06
2015-03-11 16:00:00,38.75
2015-03-12 16:00:00,38.21
2015-03-13 16:00:00,37.74
2015-03-16 16:00:00,39.14
2015-03-17 16:00:00,38.95
2015-03-18 16:00:00,40.14
2015-03-19 16:00:00,39.13
2015-03-20 16:00:00,39.62
2015-03-23 16:00:00,39.93
2015-03-24 16:00:00,40.34
2015-03-25 16:00:00,38.86
2015-03-26 16:00:00,38.08
2015-03-27 16:00:00,37
2015-03-30 16:00:00,38.11
2015-03-31 16:00:00,37.75
2015-04-01 16:00:00,37.52
2015-04-02 16:00:00,38.2
2015-04-06 16:00:00,40.62
2015-04-07 16:00:00,40.65
2015-04-08 16:00:00,41.53
2015-04-09 16:00:00,42.02
2015-04-10 16:00:00,42.18
2015-04-13 16:00:00,41.96
2015-04-14 16:00:00,41.49
2015-04-15 16:00:00,41.57
2015-04-16 16:00:00,41.34
2015-04-17 16:00:00,41.36
2015-04-20 16:00:00,41.05
2015-04-21 16:00:00,41.88
2015-04-22 16:00:00,43.89
2015-04-23 16:00:00,43.72
2015-04-24 16:00:00,43.69
2015-04-27 16:00:00,46.31
2015-04-28 16:00:00,46.1
2015-04-29 16:00:00,46.49
2015-04-30 16:00:00,45.21
2015-05-01 16:00:00,45.21
2015-05-04 16:00:00,46.1
2015-05-05 16:00:00,46.59
2015-05-06 16:00:00,46.09
2015-05-07 16:00:00,47.36
2015-05-08 16:00:00,47.32
2015-05-11 16:00:00,47.9
2015-05-12 16:00:00,48.95
2015-05-13 16:00:00,48.64
2015-05-14 16:00:00,48.82
2015-05-15 16:00:00,49.77
2015-05-18 16:00:00,49.75
2015-05-19 16:00:00,49.43
2015-05-20 16:00:00,48.87
2015-05-21 16:00:00,49.12
2015-05-22 16:00:00,49.55
