Date,Close
2015-01-02 16:00:00,102.94
2015-01-05 16:00:00,101.43
2015-01-06 16:00:00,100.07
2015-01-07 16:00:00,101.36
2015-01-08 16:00:00,103.3
2015-01-09 16:00:00,102.62
2015-01-12 16:00:00,101.55
2015-01-13 16:00:00,101.52
2015-01-14 16:00:00,100.96
2015-01-15 16:00:00,99.65
2015-01-16 16:00:00,100.82
2015-01-20 16:00:00,101.62
2015-01-21 16:00:00,102.14
2015-01-22 16:00:00,104.03
2015-01-23 16:00:00,104.26
2015-01-26 16:00:00,104.14
2015-01-27 16:00:00,101.44
2015-01-28 16:00:00,100.92
2015-01-29 16:00:00,101.89
2015-01-30 16:00:00,101.1
2015-02-02 16:00:00,101.98
2015-02-03 16:00:00,102.96
2015-02-04 16:00:00,102.87
2015-02-05 16:00:00,103.76
2015-02-06 16:00:00,103.13
2015-02-09 16:00:00,102.8
2015-02-10 16:00:00,104.4
2015-02-11 16:00:00,104.78
2015-02-12 16:00:00,106
2015-02-13 16:00:00,106.91
2015-02-17 16:00:00,107.01
2015-02-18 16:00:00,107.16
2015-02-19 16:00:00,107.69
2015-02-20 16:00:00,108.41
2015-02-23 16:00:00,108.52
2015-02-24 16:00:00,108.6
2015-02-25 16:00:00,108.33
2015-02-26 16:00:00,108.88
2015-02-27 16:00:00,108.4
2015-03-02 16:00:00,109.38
2015-03-03 16:00:00,108.87
2015-03-04 16:00:00,108.45
2015-03-05 16:00:00,108.64
2015-03-06 16:00:00,107.41
2015-03-09 16:00:00,107.72
2015-03-10 16:00:00,105.72
2015-03-11 16:00:00,105.11
2015-03-12 16:00:00,105.8
2015-03-13 16:00:00,105.34
2015-03-16 16:00:00,106.7
2015-03-17 16:00:00,106.87
2015-03-18 16:00:00,107.92
2015-03-19 16:00:00,108.08
2015-03-20 16:00:00,108.53
2015-03-23 16:00:00,108.32
2015-03-24 16:00:00,107.93
2015-03-25 16:00:00,105.46
2015-03-26 16:00:00,105.1
2015-03-27 16:00:00,105.52
2015-03-30 16:00:00,106.73
2015-03-31 16:00:00,105.6
2015-04-01 16:00:00,105.05
2015-04-02 16:00:00,105.12
2015-04-06 16:00:00,105.98
2015-04-07 16:00:00,105.8
2015-04-08 16:00:00,106.64
2015-04-09 16:00:00,107.31
2015-04-10 16:00:00,107.75
2015-04-13 16:00:00,107.48
2015-04-14 16:00:00,107.17
2015-04-15 16:00:00,107.84
2015-04-16 16:00:00,107.69
2015-04-17 16:00:00,106.01
2015-04-20 16:00:00,107.6
2015-04-21 16:00:00,108.06
2015-04-22 16:00:00,108.65
2015-04-23 16:00:00,109.06
2015-04-24 16:00:00,110.54
2015-04-27 16:00:00,110.26
2015-04-28 16:00:00,110.04
2015-04-29 16:00:00,109.35
